dialogue_id,intra_dialogue_id,target,question,answer,candidates,candidates_scores,p_distribuition
10,1,tie,Is the item an accessory?,Yes.,"[{'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}, {'tie', 'belt', 'scarf'}]","{'tie': 6.666666666666664, 'belt': 6.666666666666664, 'scarf': 6.666666666666664}","{'tie': 0.3333, 'belt': 0.3333, 'scarf': 0.3333}"
10,2,tie,Is the item typically worn around the neck?,Yes.,"[{'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}, {'tie', 'scarf'}]","{'tie': 10.0, 'scarf': 10.0}","{'tie': 0.5, 'scarf': 0.5}"
10,3,tie,Is the item a scarf?,No.,"[{'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}]",{'tie': 20.0},{'tie': 1.0}
10,4,tie,Is the item a tie?,Yes! That's correct.,"[{'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie'}, {'tie', 'scarf', 'belt', 'blouse'}, {'tie'}, {'tie'}, {'tie'}]","{'tie': 19.25, 'scarf': 0.25, 'belt': 0.25, 'blouse': 0.25}","{'tie': 0.9625, 'scarf': 0.0125, 'belt': 0.0125, 'blouse': 0.0125}"
11,0,belt,Is your item an animal?,No.,"[{'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}]","{'tie': 5.0, 'belt': 5.0, 'blouse': 5.0, 'pajamas': 5.0}","{'tie': 0.25, 'belt': 0.25, 'blouse': 0.25, 'pajamas': 0.25}"
11,1,belt,Is your item a piece of clothing?,Yes.,"[{'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'pajamas', 'belt', 'blouse'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'belt', 'blouse', 'pajamas'}, {'tie', 'blouse', 'pajamas'}]","{'tie': 5.083333333333333, 'belt': 4.75, 'blouse': 5.083333333333333, 'pajamas': 5.083333333333333}","{'tie': 0.2542, 'belt': 0.2375, 'blouse': 0.2542, 'pajamas': 0.2542}"
11,2,belt,Is your item worn on the upper body?,No.,"[{'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}]","{'belt': 10.25, 'pajamas': 9.25, 'blouse': 0.25, 'tie': 0.25}","{'belt': 0.5125, 'pajamas': 0.4625, 'blouse': 0.0125, 'tie': 0.0125}"
11,3,belt,Is your item worn on the lower body?,Yes.,"[{'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'belt', 'pajamas'}, {'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'belt', 'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'pajamas'}, {'belt', 'pajamas'}, {'pajamas'}]","{'pajamas': 17.5, 'belt': 2.5}","{'pajamas': 0.875, 'belt': 0.125}"
11,4,belt,Is your item designed to be worn specifically at night?,No.,"[{'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'None'}, {'belt'}, {'None'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}, {'belt'}]","{'belt': 18.0, 'None': 2.0}","{'belt': 0.9, 'None': 0.1}"
11,5,belt,Is your item designed to be worn around the waist?,"Yes! That's correct.   Congratulations, you guessed it right! My assigned item was ""belt"". Well done!","[{'belt'}, {'belt'}, {'belt'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}, {'belt', 'blouse', 'tie', 'pajamas'}]","{'belt': 8.75, 'blouse': 3.75, 'tie': 3.75, 'pajamas': 3.75}","{'belt': 0.4375, 'blouse': 0.1875, 'tie': 0.1875, 'pajamas': 0.1875}"
12,0,seal,Is the item an animal?,Yes.,"[{'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}]","{'deer': 5.0, 'chipmunk': 5.0, 'seal': 5.0, 'hamster': 5.0}","{'deer': 0.25, 'chipmunk': 0.25, 'seal': 0.25, 'hamster': 0.25}"
12,1,seal,Is the animal a mammal?,Yes.,"[{'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'hamster', 'chipmunk', 'seal', 'deer'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'hamster'}, {'deer', 'chipmunk', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'seal', 'hamster'}, {'deer', 'chipmunk', 'hamster'}]","{'deer': 5.5, 'chipmunk': 5.5, 'seal': 3.5, 'hamster': 5.5}","{'deer': 0.275, 'chipmunk': 0.275, 'seal': 0.175, 'hamster': 0.275}"
12,2,seal,Is the animal a rodent?,No.,"[{'deer'}, {'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'deer'}, {'seal', 'deer'}, {'deer'}, {'deer'}, {'deer'}, {'seal', 'deer'}, {'seal', 'deer'}, {'deer'}, {'deer'}, {'seal', 'deer'}, {'deer'}, {'deer'}, {'seal', 'deer'}, {'seal', 'deer'}, {'deer'}, {'deer'}, {'seal', 'deer'}]","{'deer': 15.25, 'seal': 4.25, 'chipmunk': 0.25, 'hamster': 0.25}","{'deer': 0.7625, 'seal': 0.2125, 'chipmunk': 0.0125, 'hamster': 0.0125}"
12,3,seal,Is the animal a marine mammal?,Yes.,"[{'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}, {'seal'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}]","{'chipmunk': 4.25, 'hamster': 4.25, 'seal': 7.25, 'deer': 4.25}","{'chipmunk': 0.2125, 'hamster': 0.2125, 'seal': 0.3625, 'deer': 0.2125}"
12,4,seal,Is the animal a seal?,Yes! That's correct.,"[{'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}, {'seal'}, {'seal'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}, {'seal'}, {'seal'}, {'seal'}, {'seal'}, {'seal'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'chipmunk', 'hamster', 'seal', 'deer'}, {'seal'}]","{'chipmunk': 2.0, 'hamster': 2.0, 'seal': 14.0, 'deer': 2.0}","{'chipmunk': 0.1, 'hamster': 0.1, 'seal': 0.7, 'deer': 0.1}"
13,0,bear,Is your item an animal?,Yes.,"[{'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}, {'squirrel', 'goat', 'zebra', 'bear'}]","{'squirrel': 5.0, 'goat': 5.0, 'zebra': 5.0, 'bear': 5.0}","{'squirrel': 0.25, 'goat': 0.25, 'zebra': 0.25, 'bear': 0.25}"
13,1,bear,Is your animal a zebra?,No.,"[{'bear', 'squirrel', 'goat', 'zebra'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}, {'squirrel', 'goat', 'bear'}]","{'bear': 6.583333333333331, 'squirrel': 6.583333333333331, 'goat': 6.583333333333331, 'zebra': 0.25}","{'bear': 0.3292, 'squirrel': 0.3292, 'goat': 0.3292, 'zebra': 0.0125}"
13,2,bear,Is your animal a bear?,Yes! That's correct.,"[{'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}, {'bear', 'squirrel', 'goat', 'zebra'}]","{'bear': 5.0, 'squirrel': 5.0, 'goat': 5.0, 'zebra': 5.0}","{'bear': 0.25, 'squirrel': 0.25, 'goat': 0.25, 'zebra': 0.25}"
14,0,seal,Is your item a weapon?,No.,"[{'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}]","{'walrus': 5.0, 'goat': 5.0, 'seal': 5.0, 'cougar': 5.0}","{'walrus': 0.25, 'goat': 0.25, 'seal': 0.25, 'cougar': 0.25}"
14,1,seal,Is your item an animal?,Yes.,"[{'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}]","{'walrus': 5.0, 'goat': 5.0, 'seal': 5.0, 'cougar': 5.0}","{'walrus': 0.25, 'goat': 0.25, 'seal': 0.25, 'cougar': 0.25}"
14,2,seal,Is your item a mammal?,Yes.,"[{'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}]","{'walrus': 5.916666666666666, 'goat': 5.916666666666666, 'cougar': 5.916666666666666, 'seal': 2.25}","{'walrus': 0.2958, 'goat': 0.2958, 'cougar': 0.2958, 'seal': 0.1125}"
14,3,seal,Is your item a seal?,Yes! That's correct.,"[{'walrus', 'goat', 'seal', 'cougar'}, {'seal'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}, {'walrus', 'goat', 'seal', 'cougar'}]","{'walrus': 4.75, 'goat': 4.75, 'seal': 5.75, 'cougar': 4.75}","{'walrus': 0.2375, 'goat': 0.2375, 'seal': 0.2875, 'cougar': 0.2375}"
15,0,missile,Does the item you have in mind belong in the category of animals?,No.,"[{'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}, {'bomb', 'shotgun', 'missile', 'stick'}]","{'bomb': 5.0, 'shotgun': 5.0, 'missile': 5.0, 'stick': 5.0}","{'bomb': 0.25, 'shotgun': 0.25, 'missile': 0.25, 'stick': 0.25}"
15,1,missile,Is the item you have in mind a weapon or explosive device?,Yes.,"[{'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}, {'bomb', 'shotgun', 'missile'}]","{'bomb': 6.666666666666664, 'shotgun': 6.666666666666664, 'missile': 6.666666666666664}","{'bomb': 0.3333, 'shotgun': 0.3333, 'missile': 0.3333}"
15,2,missile,Is the item you have in mind a bomb?,No.,"[{'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'missile', 'stick'}, {'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'bomb', 'missile', 'stick'}, {'shotgun', 'missile', 'stick'}, {'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'missile'}, {'shotgun', 'missile', 'stick'}, {'shotgun', 'missile'}, {'shotgun', 'bomb', 'missile', 'stick'}, {'shotgun', 'missile'}, {'shotgun', 'missile', 'stick'}, {'shotgun', 'missile', 'stick'}, {'shotgun', 'missile'}]","{'shotgun': 8.666666666666666, 'missile': 8.666666666666666, 'stick': 2.1666666666666665, 'bomb': 0.5}","{'shotgun': 0.4333, 'missile': 0.4333, 'stick': 0.1083, 'bomb': 0.025}"
15,3,missile,Is the item you have in mind a missile?,Yes! That's correct.,"[{'shotgun', 'bomb', 'missile', 'stick'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'missile'}, {'shotgun', 'bomb', 'missile', 'stick'}, {'missile'}, {'missile'}]","{'shotgun': 0.5, 'bomb': 0.5, 'missile': 18.5, 'stick': 0.5}","{'shotgun': 0.025, 'bomb': 0.025, 'missile': 0.925, 'stick': 0.025}"
16,0,spear,Is the item alive?,No.,"[{'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}]","{'dagger': 5.0, 'spear': 5.0, 'pistol': 5.0, 'shotgun': 5.0}","{'dagger': 0.25, 'spear': 0.25, 'pistol': 0.25, 'shotgun': 0.25}"
16,1,spear,Is the item a weapon?,Yes.,"[{'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}, {'dagger', 'spear', 'pistol', 'shotgun'}]","{'dagger': 5.0, 'spear': 5.0, 'pistol': 5.0, 'shotgun': 5.0}","{'dagger': 0.25, 'spear': 0.25, 'pistol': 0.25, 'shotgun': 0.25}"
