dialogue_id,intra_dialogue_id,target,question,answer,candidates,candidates_scores,p_distribuition
19,5,zebra,Is the mammal you have chosen a member of the horse family?,No.,"[{'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'whale', 'zebra', 'tangerine', 'honeydew', 'banana', 'otter', 'sheep', 'cranberry'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'whale', 'otter', 'sheep'}, {'zebra'}, {'zebra'}]","{'zebra': 18.125, 'whale': 0.4583333333333333, 'tangerine': 0.125, 'honeydew': 0.125, 'banana': 0.125, 'otter': 0.4583333333333333, 'sheep': 0.4583333333333333, 'cranberry': 0.125}","{'zebra': 0.9063, 'whale': 0.0229, 'tangerine': 0.0063, 'honeydew': 0.0063, 'banana': 0.0063, 'otter': 0.0229, 'sheep': 0.0229, 'cranberry': 0.0063}"
19,6,zebra,Is the mammal you have chosen known for having distinctive black and white stripes?,Yes! That's correct.,"[{'zebra'}, {'zebra'}, {'zebra'}, {'whale', 'otter', 'zebra'}, {'zebra'}, {'whale', 'otter', 'zebra', 'sheep'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra', 'sheep'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}]","{'zebra': 18.083333333333336, 'whale': 0.5833333333333333, 'otter': 0.5833333333333333, 'sheep': 0.75}","{'zebra': 0.9042, 'whale': 0.0292, 'otter': 0.0292, 'sheep': 0.0375}"
20,0,cow,Is the item you have an animal?,Yes.,"[{'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}, {'seal', 'cow', 'deer'}]","{'seal': 6.666666666666664, 'cow': 6.666666666666664, 'deer': 6.666666666666664}","{'seal': 0.3333, 'cow': 0.3333, 'deer': 0.3333}"
20,1,cow,Does the animal you have live in water?,No.,"[{'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'cow', 'coconut', 'cherry', 'tomato', 'deer'}, {'beaver', 'cow', 'deer'}, {'seal', 'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'seal', 'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}, {'beaver', 'cow', 'deer'}]","{'beaver': 6.166666666666666, 'cow': 6.366666666666665, 'deer': 6.366666666666665, 'coconut': 0.2, 'cherry': 0.2, 'tomato': 0.2, 'seal': 0.5}","{'beaver': 0.3083, 'cow': 0.3183, 'deer': 0.3183, 'coconut': 0.01, 'cherry': 0.01, 'tomato': 0.01, 'seal': 0.025}"
20,2,cow,Is the animal you have commonly found in forests?,No.,"[{'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow'}, {'cow', 'deer'}, {'cow'}, {'cow', 'deer'}, {'cow'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow', 'deer'}, {'cow'}, {'cow'}, {'cow'}]","{'cow': 13.5, 'deer': 6.5}","{'cow': 0.675, 'deer': 0.325}"
20,3,cow,Is the animal you have typically found on farms?,Yes.,"[{'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}]",{'cow': 20.0},{'cow': 1.0}
20,4,cow,Is the animal you have larger than a human?,Yes.,"[{'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'beaver', 'cow'}, {'cow'}, {'cow'}]","{'cow': 19.5, 'beaver': 0.5}","{'cow': 0.975, 'beaver': 0.025}"
20,5,cow,Does the animal you have four legs?,Yes.,"[{'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}]",{'cow': 20.0},{'cow': 1.0}
20,6,cow,Is the animal you have typically used for milk or meat production?,Yes.,"[{'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}]",{'cow': 20.0},{'cow': 1.0}
20,7,cow,Is the animal you have a cow?,Yes! That's correct.,"[{'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}, {'cow'}]",{'cow': 20.0},{'cow': 1.0}
21,0,avocado,Is the item you have in mind an animal?,No.,"[{'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}]","{'strawberry': 5.0, 'tangerine': 5.0, 'avocado': 5.0, 'pineapple': 5.0}","{'strawberry': 0.25, 'tangerine': 0.25, 'avocado': 0.25, 'pineapple': 0.25}"
21,1,avocado,Is the item you have in mind a fruit?,Yes.,"[{'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}]","{'strawberry': 5.0, 'tangerine': 5.0, 'avocado': 5.0, 'pineapple': 5.0}","{'strawberry': 0.25, 'tangerine': 0.25, 'avocado': 0.25, 'pineapple': 0.25}"
21,2,avocado,Is the item you have in mind a citrus fruit?,No.,"[{'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}, {'strawberry', 'tangerine', 'avocado', 'pineapple'}]","{'strawberry': 5.083333333333333, 'tangerine': 4.75, 'avocado': 5.083333333333333, 'pineapple': 5.083333333333333}","{'strawberry': 0.2542, 'tangerine': 0.2375, 'avocado': 0.2542, 'pineapple': 0.2542}"
21,3,avocado,Is the item you have in mind a tropical fruit?,Yes.,"[{'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}, {'pineapple'}]",{'pineapple': 20.0},{'pineapple': 1.0}
21,4,avocado,Is the item you have in mind a pineapple?,No.,"[{'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}, {'strawberry', 'tangerine', 'avocado'}]","{'strawberry': 6.666666666666664, 'tangerine': 6.666666666666664, 'avocado': 6.666666666666664}","{'strawberry': 0.3333, 'tangerine': 0.3333, 'avocado': 0.3333}"
21,5,avocado,Is the item you have in mind a tangerine?,No.,"[{'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'strawberry', 'avocado'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'strawberry', 'fawn', 'avocado', 'giraffe'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'strawberry', 'fawn', 'avocado', 'giraffe'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'strawberry', 'avocado'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'pineapple', 'strawberry', 'fawn', 'avocado', 'deer'}, {'strawberry', 'fawn', 'avocado', 'giraffe'}, {'strawberry', 'avocado'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}, {'giraffe', 'strawberry', 'fawn', 'avocado', 'deer'}]","{'giraffe': 3.5166666666666675, 'strawberry': 5.0166666666666675, 'fawn': 3.5166666666666675, 'avocado': 5.0166666666666675, 'deer': 2.766666666666667, 'pineapple': 0.16666666666666666}","{'giraffe': 0.1758, 'strawberry': 0.2508, 'fawn': 0.1758, 'avocado': 0.2508, 'deer': 0.1383, 'pineapple': 0.0083}"
21,6,avocado,Is the item you have in mind an avocado?,Yes! That's correct.,"[{'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}, {'avocado'}]",{'avocado': 20.0},{'avocado': 1.0}
22,0,cherry,Is the item you have an animal?,No.,"[{'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}]","{'grapefruit': 5.0, 'apple': 5.0, 'cherry': 5.0, 'pear': 5.0}","{'grapefruit': 0.25, 'apple': 0.25, 'cherry': 0.25, 'pear': 0.25}"
22,1,cherry,Is the item you have a fruit?,Yes.,"[{'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}]","{'grapefruit': 5.0, 'apple': 5.0, 'cherry': 5.0, 'pear': 5.0}","{'grapefruit': 0.25, 'apple': 0.25, 'cherry': 0.25, 'pear': 0.25}"
22,2,cherry,Is the item you have a citrus fruit?,No.,"[{'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}, {'grapefruit', 'apple', 'cherry', 'pear'}]","{'grapefruit': 4.5, 'apple': 5.166666666666666, 'cherry': 5.166666666666666, 'pear': 5.166666666666666}","{'grapefruit': 0.225, 'apple': 0.2583, 'cherry': 0.2583, 'pear': 0.2583}"
22,3,cherry,Is the item you have a small fruit?,Yes.,"[{'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}]","{'grapefruit': 7.0, 'cherry': 12.5, 'apple': 0.5}","{'grapefruit': 0.35, 'cherry': 0.625, 'apple': 0.025}"
22,4,cherry,Is the item you have red in color?,Yes.,"[{'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'cherry'}]","{'cherry': 18.5, 'grapefruit': 1.5}","{'cherry': 0.925, 'grapefruit': 0.075}"
22,5,cherry,Is the item you have round in shape?,Yes.,"[{'grapefruit', 'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'grapefruit', 'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}]","{'grapefruit': 1.5, 'cherry': 18.5}","{'grapefruit': 0.075, 'cherry': 0.925}"
22,6,cherry,Is the item you have a cherry?,Yes! That's correct.,"[{'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}, {'cherry'}]",{'cherry': 20.0},{'cherry': 1.0}
23,0,tomato,Is the item you have an animal?,No.,"[{'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}]","{'tangerine': 5.0, 'cranberry': 5.0, 'rhubarb': 5.0, 'tomato': 5.0}","{'tangerine': 0.25, 'cranberry': 0.25, 'rhubarb': 0.25, 'tomato': 0.25}"
23,1,tomato,Is the item you have a fruit or vegetable?,Yes.,"[{'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}]","{'tangerine': 5.083333333333333, 'cranberry': 4.75, 'rhubarb': 5.083333333333333, 'tomato': 5.083333333333333}","{'tangerine': 0.2542, 'cranberry': 0.2375, 'rhubarb': 0.2542, 'tomato': 0.2542}"
23,2,tomato,Is the item you have a citrus fruit?,No.,"[{'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'tangerine', 'cranberry', 'rhubarb', 'tomato'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'cranberry', 'rhubarb', 'tomato'}]","{'rhubarb': 9.583333333333334, 'cranberry': 9.583333333333334, 'tangerine': 0.25, 'tomato': 0.5833333333333333}","{'rhubarb': 0.4792, 'cranberry': 0.4792, 'tangerine': 0.0125, 'tomato': 0.0292}"
23,3,tomato,Is the item you have red in color?,Yes.,"[{'cranberry', 'rhubarb', 'tomato'}, {'rhubarb', 'cranberry'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}]","{'cranberry': 6.833333333333331, 'rhubarb': 6.833333333333331, 'tomato': 6.333333333333331}","{'cranberry': 0.3417, 'rhubarb': 0.3417, 'tomato': 0.3167}"
23,4,tomato,Is the item you have commonly used in cooking or recipes?,Yes.,"[{'cranberry', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}]","{'cranberry': 7.499999999999998, 'tomato': 7.499999999999998, 'rhubarb': 4.999999999999999}","{'cranberry': 0.375, 'tomato': 0.375, 'rhubarb': 0.25}"
23,5,tomato,Is the item you have known for its tart taste?,No.,"[{'cranberry', 'rhubarb', 'tomato'}, {'rhubarb', 'cranberry'}, {'cranberry'}, {'cranberry', 'rhubarb', 'tomato'}, {'tomato'}, {'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'rhubarb', 'tomato'}, {'rhubarb', 'tomato'}, {'rhubarb', 'cranberry'}, {'cranberry', 'rhubarb', 'tomato'}, {'rhubarb', 'cranberry'}, {'rhubarb', 'cranberry'}, {'cranberry'}, {'rhubarb', 'cranberry'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}, {'cranberry', 'rhubarb', 'tomato'}]","{'cranberry': 7.499999999999999, 'rhubarb': 6.999999999999999, 'tomato': 5.499999999999999}","{'cranberry': 0.375, 'rhubarb': 0.35, 'tomato': 0.275}"
